id,czech,translation,pronunciation,audio,sequence,level_id,part_id,language_id
12537,záda,back,bˈæk,back,3144,4,,1
12466,rezervace,reservation,ɹˌɛzɚvˈeɪʃən,reservation,3145,4,,1
12467,laboratoř,lab,lˈæb,lab,3146,4,,1
12468,podobat se,resemble,ɹᵻzˈɛmbəl,resemble,3147,4,,1
12469,deštný prales,rainforest,ɹˈeɪnfˌɔːɹɪst,rainforest,3148,4,,1
12470,laboratoř,laboratory,lˈæbɹətˌɔːɹi,laboratory,3149,4,,1
12471,zkoumat,research,ɹᵻsˈɜːtʃ,research,3150,4,,1
12472,výzkumník,researcher,ɹᵻsˈɜːtʃɚ,researcher,3151,4,,1
12473,bolest zad,backache,bˈækeɪk,backache,3152,4,,1
12474,bláto,mud,mˈʌd,mud,3153,4,,1
12475,žebřík,ladder,lˈædɚ,ladder,3154,4,,1
12476,jehněčí,lamb,lˈæm,lamb,3155,4,,1
12477,batoh,backpack,bˈækpæk,backpack,3156,4,,1
12478,batůžkář,backpacker,bˈækpækɚ,backpacker,3157,4,,1
12479,truchlit,mourn,mˈɔːɹn,mourn,3158,4,,1
12480,vrchol hory,mountaintop,mˈaʊntɪntˌɑːp,mountaintop,3159,4,,1
12481,zachránit,rescue,ɹˈɛskjuː,rescue,3160,4,,1
12482,přistát,land,lˈænd,land,3161,4,,1
12483,cestovat,backpacking,bˈækpækɪŋ,backpacking,3162,4,,1
12484,hnutí,movement,mˈuːvmənt,movement,3163,4,,1
13434,lůžko,bedside,bˈɛdsaɪd,bedside,3164,4,,1
13435,základ,basis,bˈeɪsɪs,basis,3165,4,,1
13436,zapalovač,lighter,lˈaɪɾɚ,lighter,3166,4,,1
13437,holý,bare,bˈɛɹ,bare,3167,4,,1
13438,rejstřík,register,ɹˈɛdʒɪstɚ,register,3168,4,,1
13439,zaregistrovat,register,ɹˈɛdʒɪstɚ,register,3169,4,,1
13440,registrace,registration,ɹˌɛdʒɪstɹˈeɪʃən,registration,3170,4,,1
13441,mechanik,mechanic,mᵻkˈænɪk,mechanic,3171,4,,1
13443,mechanické,mechanical,mᵻkˈænɪkəl,mechanical,3172,4,,1
13444,kraj,region,ɹˈiːdʒən,region,3173,4,,1
13445,regionální,regional,ɹˈiːdʒənəl,regional,3174,4,,1
13446,změřit,measure,mˈɛʒɚ,measure,3175,4,,1
13447,měření,measurement,mˈɛʒɚmənt,measurement,3176,4,,1
13448,mezitím,meanwhile,mˈiːnwaɪl,meanwhile,3177,4,,1
13449,magický,magical,mˈædʒɪkəl,magical,3178,4,,1
13450,kouzelník,magician,mɐdʒˈɪʃən,magician,3179,4,,1
13451,velkolepý,magnificent,mæɡnˈɪfɪsənt,magnificent,3180,4,,1
13452,grilovat,barbecue,bˈɑːɹbɪkjˌuː,barbecue,3181,4,,1
13453,poslat poštou,mail,mˈeɪl,mail,3182,4,,1
13454,zotavit se,recover,ɹᵻkˈʌvɚ,recover,3183,4,,1
13455,zotavení,recovery,ɹᵻkˈʌvɚɹi,recovery,3184,4,,1
13456,poštovní schránka,mailbox,mˈeɪlbɑːks,mailbox,3185,4,,1
13457,přemýšlet,meditate,mˈɛdᵻtˌeɪt,meditate,3186,4,,1
13458,rozjímání,meditation,mˌɛdɪtˈeɪʃən,meditation,3187,4,,1
13431,opravit,mend,mˈɛnd,mend,3188,4,,1
13459,memorovat,memorise,mˈɛmɚɹˌaɪz,memorise,3189,4,,1
13460,regulovat,regulate,ɹˈɛɡjʊlˌeɪt,regulate,3190,4,,1
13461,nařízení,regulation,ɹˌɛɡjʊlˈeɪʃən,regulation,3191,4,,1
13462,památný,memorable,mˈɛmɚɹəbəl,memorable,3192,4,,1
13463,členství,membership,mˈɛmbɚʃˌɪp,membership,3193,4,,1
13464,loajální,loyal,lˈɔɪəl,loyal,3194,4,,1
13465,věrnost,loyalty,lˈɔɪəlɾi,loyalty,3195,4,,1
13466,tát,melt,mˈɛlt,melt,3196,4,,1
13467,sotva,barely,bˈɛɹli,barely,3197,4,,1
13468,zavazadla,luggage,lˈʌɡɪdʒ,luggage,3198,4,,1
13469,záznam,recording,ɹᵻkˈɔːɹdɪŋ,recording,3199,4,,1
13470,prostředí,medium,mˈiːdiəm,medium,3200,4,,1
13471,střední,medium,mˈiːdiəm,medium,3201,4,,1
13472,plíce,lung,lˈʌŋ,lung,3202,4,,1
13473,Středomoří,Mediterranean,mˌɛdɪɾɪɹˈeɪniən,mediterranean,3203,4,,1
13474,luxus,luxury,lˈʌkʃɚɹi,luxury,3204,4,,1
13475,recyklovaný,recycled,ɹᵻsˈaɪkəld,recycled,3205,4,,1
13476,smysluplné,meaningful,mˈiːnɪŋfəl,meaningful,3206,4,,1
13477,matematik,mathematician,mˌæθɪmɐtˈɪʃən,mathematician,3207,4,,1
13478,snížit,reduce,ɹᵻdˈuːs,reduce,3208,4,,1
13479,snížení,reduction,ɹᵻdˈʌkʃən,reduction,3209,4,,1
13480,osvěžit,refresh,ɹᵻfɹˈɛʃ,refresh,3210,4,,1
13481,osvěžující,refreshing,ɹᵻfɹˈɛʃɪŋ,refreshing,3211,4,,1
13482,osvěžující,refreshingly,ɹᵻfɹˈɛʃɪŋli,refreshingly,3212,4,,1
13483,občerstvení,refreshments,ɹᵻfɹˈɛʃmənts,refreshments,3213,4,,1
13484,javor,maple,mˈeɪpəl,maple,3214,4,,1
13485,mramor,marble,mˈɑːɹbəl,marble,3215,4,,1
13486,pochodovat,march,mˈɑːɹtʃ,march,3216,4,,1
13487,námořní,marine,mɚɹˈiːn,marine,3217,4,,1
13488,výrazný,marked,mˈɑːɹkt,marked,3218,4,,1
13489,útes,reef,ɹˈiːf,reef,3219,4,,1
13490,masivní,massive,mˈæsɪv,massive,3220,4,,1
13491,rozhodčí,referee,ɹˌɛfɚɹˈiː,referee,3221,4,,1
13492,odraz,reflection,ɹᵻflˈɛkʃən,reflection,3222,4,,1
13493,vrácení peněz,refund,ɹᵻfˈʌnd,refund,3223,4,,1
13494,zamítnutí,refusal,ɹᵻfjˈuːzəl,refusal,3224,4,,1
13495,matematika,mathematics,mˌæθɪmˈæɾɪks,mathematics,3225,4,,1
13496,udržovat,maintain,meɪntˈeɪn,maintain,3226,4,,1
13497,údržba,maintenance,mˈeɪntənəns,maintenance,3227,4,,1
13498,recyklace,recycling,ɹᵻsˈaɪklɪŋ,recycling,3228,4,,1
13499,většina,majority,mədʒˈɔːɹᵻɾi,majority,3229,4,,1
13500,obvaz,bandage,bˈændɪdʒ,bandage,3230,4,,1
13501,ohledně,regarding,ɹᵻɡˈɑːɹdɪŋ,regarding,3231,4,,1
13502,rána,bang,bˈæŋ,bang,3232,4,,1
13503,starosta,mayor,mˈeɪɚ,mayor,3233,4,,1
13504,duševní,mental,mˈɛntəl,mental,3234,4,,1
13505,trhnutí,bang,bˈæŋ,bang,3235,4,,1
13506,maximum,maximum,mˈæksɪməm,maximum,3236,4,,1
13507,schválení,approval,ɐpɹˈuːvəl,approval,3237,4,,1
13508,považovat,regard,ɹᵻɡˈɑːɹd,regard,3238,4,,1
13509,bar,bar,bˈɑːɹ,bar,3239,4,,1
13510,řízení,management,mˈænɪdʒmənt,management,3240,4,,1
13511,znovu získat,regain,ɹᵻɡˈeɪn,regain,3241,4,,1
13512,bankovní účet,bank account,bˈæŋk ɐkˈaʊnt,bank_account,3242,4,,1
13513,lidstvo,mankind,mæŋkˈaɪnd,mankind,3243,4,,1
13514,samec,male,mˈeɪl,male,3244,4,,1
13515,láskyplně,lovingly,lˈʌvɪŋli,lovingly,3245,4,,1
13516,mentálně,mentally,mˈɛntəli,mentally,3246,4,,1
13517,zmínit,mention,mˈɛnʃən,mention,3247,4,,1
13518,menší,minor,mˈaɪnɚ,minor,3248,4,,1
13519,nezletilý,minor,mˈaɪnɚ,minor,3249,4,,1
13520,menšina,minority,maɪnˈɔːɹᵻɾi,minority,3250,4,,1
13521,kapalný,liquid,lˈɪkwɪd,liquid,3251,4,,1
13522,kapalina,liquid,lˈɪkwɪd,liquid,3252,4,,1
13523,báze,base,bˈeɪs,base,3253,4,,1
13524,realita,reality,ɹɪˈælᵻɾi,reality,3254,4,,1
13525,minimální,minimum,mˈɪnɪməm,minimum,3255,4,,1
13526,minimalizovat,minimise,mˈɪnɪmˌaɪz,minimise,3256,4,,1
13527,spolehlivý,reliable,ɹᵻlˈaɪəbəl,reliable,3257,4,,1
13528,minerální,mineral,mˈɪnɚɹəl,mineral,3258,4,,1
13529,plešatý,bald,bˈɔːld,bald,3259,4,,1
13530,přeskupit,rearrange,ɹˌiːɚɹˈeɪndʒ,rearrange,3260,4,,1
13531,uvolnění,release,ɹᵻlˈiːs,release,3261,4,,1
13532,schvalovat,approve,ɐpɹˈuːv,approve,3262,4,,1
13533,rozumné,reasonable,ɹˈiːzənəbəl,reasonable,3263,4,,1
13534,literární,literary,lˈɪɾɚɹˌɛɹi,literary,3264,4,,1
13535,literatura,literature,lˈɪɾɚɹᵻtʃɚ,literature,3265,4,,1
13536,realistický,realistic,ɹiːəlˈɪstɪk,realistic,3266,4,,1
13537,mínus,minus,mˈaɪnəs,minus,3267,4,,1
13432,spojit,link,lˈɪŋk,link,3268,4,,1
13538,odkaz,link,lˈɪŋk,link,3269,4,,1
13539,spoléhat,rely,ɹᵻlˈaɪ,rely,3270,4,,1
13540,lehce,lightly,lˈaɪtli,lightly,3271,4,,1
13541,blesk,lightning,lˈaɪtnɪŋ,lightning,3272,4,,1
13542,povodí,basin,bˈeɪsən,basin,3273,4,,1
13543,bída,misery,mˈɪzɚɹi,misery,3274,4,,1
13544,podoba,likeness,lˈaɪknəs,likeness,3275,4,,1
13545,mizerný,miserable,mˈɪzɹəbəl,miserable,3276,4,,1
13546,přibližný,approximate,ɐpɹˈɑːksɪmət,approximate,3277,4,,1
13547,přibližně,approximately,ɐpɹˈɑːksɪmətli,approximately,3278,4,,1
13548,relaxační,relaxing,ɹᵻlˈæksɪŋ,relaxing,3279,4,,1
13549,náboženský,religious,ɹᵻlˈɪdʒəs,religious,3280,4,,1
13550,limit,limit,lˈɪmɪt,limit,3281,4,,1
13551,omezit,limit,lˈɪmɪt,limit,3282,4,,1
13552,omezení,limitation,lˌɪmɪtˈeɪʃən,limitation,3283,4,,1
13553,omezený,limited,lˈɪmɪɾᵻd,limited,3284,4,,1
13554,kulhat,limp,lˈɪmp,limp,3285,4,,1
13555,suterén,basement,bˈeɪsmənt,basement,3286,4,,1
13556,zázrak,miracle,mˈɪɹəkəl,miracle,3287,4,,1
13557,neplechu,mischief,mˈɪstʃɪf,mischief,3288,4,,1
13558,míle,mile,mˈaɪl,mile,3289,4,,1
13559,vztahovat,relate,ɹᵻlˈeɪt,relate,3290,4,,1
13560,barman,barman,bˈɑːɹmən,barman,3291,4,,1
13561,nástěnka,message board,mˈɛsɪdʒ bˈɔːɹd,message_board,3292,4,,1
13562,kultivovat,reclaim,ɹᵻklˈeɪm,reclaim,3293,4,,1
13563,nákladní auto,lorry,lˈɔɹi,lorry,3294,4,,1
13564,nepořádek,mess,mˈɛs,mess,3295,4,,1
13565,ztráta,loss,lˈɔs,loss,3296,4,,1
13566,uznat,recognise,ɹˈɛkəɡnˌaɪz,recognise,3297,4,,1
13567,odmítnout,reject,ɹᵻdʒˈɛkt,reject,3298,4,,1
13568,pouhý,mere,mˈɪɹ,mere,3299,4,,1
13569,pouze,merely,mˈɪɹli,merely,3300,4,,1
13570,loterie,lottery,lˈɑːɾɚɹi,lottery,3301,4,,1
13571,doporučit,recommend,ɹˌɛkəmˈɛnd,recommend,3302,4,,1
13572,obchodník,merchant,mˈɜːtʃənt,merchant,3303,4,,1
13573,reproduktor,loudspeaker,lˈaʊdspiːkɚ,loudspeaker,3304,4,,1
13574,kůra,bark,bˈɑːɹk,bark,3305,4,,1
13575,chaotický,messy,mˈɛsi,messy,3306,4,,1
13576,vztah,relation,ɹᵻlˈeɪʃən,relation,3307,4,,1
13577,mírný,mild,mˈaɪld,mild,3308,4,,1
13578,středního věku,middle-aged,mˈɪdəlˈeɪdʒd,middleaged,3309,4,,1
13579,játra,liver,lˈɪvɚ,liver,3310,4,,1
13580,hlaveň,barrel,bˈæɹəl,barrel,3311,4,,1
13581,obnovit,rebuild,ɹᵻbˈɪld,rebuild,3312,4,,1
13582,příbuzný,relative,ɹˈɛlətˌɪv,relative,3313,4,,1
13583,poměrný,relative,ɹˈɛlətˌɪv,relative,3314,4,,1
13584,poměrně,relatively,ɹˈɛlətˌɪvli,relatively,3315,4,,1
13585,odvolat,recall,ɹˈiːkɔːl,recall,3316,4,,1
13586,umístění,location,loʊkˈeɪʃən,location,3317,4,,1
13587,uzamknout,lock,lˈɑːk,lock,3318,4,,1
13588,chata,lodge,lˈɑːdʒ,lodge,3319,4,,1
13589,log,log,lˈɔɡ,log,3320,4,,1
13590,logo,logo,lˈoʊɡoʊ,logo,3321,4,,1
13591,lokalizovat,locate,loʊkˈeɪt,locate,3322,4,,1
13592,prosperita,prosperity,pɹəspˈɛɹᵻɾi,prosperity,3323,4,,1
13593,vyzařovat,radiate,ɹˈeɪdɪˌeɪt,radiate,3324,4,,1
13594,záření,radiation,ɹˌeɪdɪˈeɪʃən,radiation,3325,4,,1
13595,svetr,jumper,dʒˈʌmpɚ,jumper,3326,4,,1
13596,shnilý,rotten,ɹˈɑːʔn̩,rotten,3327,4,,1
13597,překážka,obstacle,ˈɑːbstəkəl,obstacle,3328,4,,1
13598,pulovr,pullover,pˈʊloʊvɚ,pullover,3329,4,,1
13599,čerpadlo,pump,pˈʌmp,pump,3330,4,,1
13600,pozorovat,observe,əbzˈɜːv,observe,3331,4,,1
13601,pozorování,observation,ɑːbzɚvˈeɪʃən,observation,3332,4,,1
13602,objekt,object,ˈɑːbdʒɛkt,object,3333,4,,1
13603,objektivní,objective,ɑːbdʒˈɛktɪv,objective,3334,4,,1
13604,námitka,objection,ɑːbdʒˈɛkʃən,objection,3335,4,,1
13605,potrestat,punish,pˈʌnɪʃ,punish,3336,4,,1
13606,trest,punishment,pˈʌnɪʃmənt,punishment,3337,4,,1
13607,žák,pupil,pjˈuːpəl,pupil,3338,4,,1
13608,incident,incident,ˈɪnsɪdənt,incident,3339,4,,1
13609,včetně,including,ɪŋklˈuːdɪŋ,including,3340,4,,1
13610,příjem,income,ˈɪŋkʌm,income,3341,4,,1
13611,štěně,puppy,pˈʌpi,puppy,3342,4,,1
13612,výživa,nutrition,njuːtɹˈɪʃən,nutrition,3343,4,,1
13613,výživný,nutritious,njuːtɹˈɪʃəs,nutritious,3344,4,,1
13614,zlepšení,improvement,ɪmpɹˈuːvmənt,improvement,3345,4,,1
13615,zřejmé,obvious,ˈɑːbviəs,obvious,3346,4,,1
13616,hrubě,rudely,ɹˈuːdli,rudely,3347,4,,1
13617,odvolání,appeal,ɐpˈiːl,appeal,3348,4,,1
13618,odpadky,rubbish,ɹˈʌbɪʃ,rubbish,3349,4,,1
13619,pryž,rubber,ɹˈʌbɚ,rubber,3350,4,,1
13620,vydavatel,publisher,pˈʌblɪʃɚ,publisher,3351,4,,1
13621,dojít,occur,əkˈɜː,occur,3352,4,,1
13622,obsadit,occupy,ˈɑːkjʊpˌaɪ,occupy,3353,4,,1
13623,mše,mass,mˈæs,mass,3354,4,,1
13624,rutina,routine,ɹuːtˈiːn,routine,3355,4,,1
13625,impozantní,impressive,ɪmpɹˈɛsɪv,impressive,3356,4,,1
13626,příležitost,occasion,əkˈeɪʒən,occasion,3357,4,,1
13627,příležitostné,occasional,əkˈeɪʒənəl,occasional,3358,4,,1
13628,zaokrouhlit,round,ɹˈaʊnd,round,3359,4,,1
13629,nevhodné,improper,ɪmpɹˈɑːpɚ,improper,3360,4,,1
13630,samozřejmě,obviously,ˈɑːbviəsli,obviously,3361,4,,1
13631,nevyhovující,inconvenient,ɪŋkənvˈiːnɪənt,inconvenient,3362,4,,1
13632,živina,nutrient,njˈuːtɹiənt,nutrient,3363,4,,1
13633,nesprávný,incorrect,ɪŋkɚɹˈɛkt,incorrect,3364,4,,1
13634,pojem,notion,nˈoʊʃən,notion,3365,4,,1
13635,všimnout si,notice,nˈoʊɾɪs,notice,3366,4,,1
13636,znatelný,noticeable,nˈoʊɾɪsəbəl,noticeable,3367,4,,1
13637,nástěnka,noticeboard,nˈoʊɾɪsbˌɔːɹd,noticeboard,3368,4,,1
13638,uvnitř,indoors,ɪndˈɔːɹz,indoors,3369,4,,1
13639,autorita,authority,ɐθˈɔːɹɪɾi,authority,3370,4,,1
13640,průmyslový,industrial,ɪndˈʌstɹɪəl,industrial,3371,4,,1
13641,nevyhnutelný,inevitable,ɪnˈɛvᵻɾəbəl,inevitable,3372,4,,1
13642,pomocný,auxiliary,ɔːksˈɪliəɹi,auxiliary,3373,4,,1
13643,u silnice,roadside,ɹˈoʊdsaɪd,roadside,3374,4,,1
13644,severozápadní,northwest,nɔːɹθwˈɛst,northwest,3375,4,,1
13645,severozápadní,northwestern,nɔːɹθwˈɛstɚn,northwestern,3376,4,,1
13646,hádanka,puzzle,pˈʌzəl,puzzle,3377,4,,1
13647,infekce,infection,ɪnfˈɛkʃən,infection,3378,4,,1
13648,tleskat,applaud,ɐplˈɔːd,applaud,3379,4,,1
13649,robot,robot,ɹˈoʊbɑːt,robot,3380,4,,1
13650,jednotlivec,individual,ˌɪndᵻvˈɪdʒuːəl,individual,3381,4,,1
13651,notoricky známý,notorious,noʊtˈɔːɹiəs,notorious,3382,4,,1
13652,nepřímo,indirectly,ˌɪndɚɹˈɛktli,indirectly,3383,4,,1
13653,přírůstek,increase,ˈɪŋkɹiːs,increase,3384,4,,1
13654,ošetřovat,nurse,nˈɜːs,nurse,3385,4,,1
13655,četné,numerous,nˈuːmɚɹəs,numerous,3386,4,,1
13656,stále více,increasingly,ɪŋkɹˈiːsɪŋli,increasingly,3387,4,,1
13657,čistý,pure,pjˈʊɹ,pure,3388,4,,1
13658,neuvěřitelný,incredible,ɪŋkɹˈɛdɪbəl,incredible,3389,4,,1
13659,neuvěřitelně,incredibly,ɪŋkɹˈɛdɪbli,incredibly,3390,4,,1
13660,očistit,purify,pjˈʊɹɹᵻfˌaɪ,purify,3391,4,,1
13661,veřejně,publicly,pˈʌblɪkli,publicly,3392,4,,1
13662,jádro,nucleus,nˈuːklɪəs,nucleus,3393,4,,1
13663,válcování,rolling,ɹˈoʊlɪŋ,rolling,3394,4,,1
13664,nikde,nowhere,nˈoʊwɛɹ,nowhere,3395,4,,1
13665,neurčitý článek,indefinite article,ɪndˈɛfɪnət ˈɑːɹɾɪkəl,indefinite_article,3396,4,,1
13666,romanopisec,novelist,nˈɑːvɪlˌɪst,novelist,3397,4,,1
13667,peněženka,purse,pˈɜːs,purse,3398,4,,1
13668,chuť,appetite,ˈæpɪtˌaɪt,appetite,3399,4,,1
13669,nepřímý,indirect,ˌɪndɚɹˈɛkt,indirect,3400,4,,1
13670,jaderný,nuclear,nˈuːklɪɹ,nuclear,3401,4,,1
13671,urážlivý,offensive,əfˈɛnsɪv,offensive,3402,4,,1
13672,zřícenina,ruin,ɹˈuːɪn,ruin,3403,4,,1
13673,narušit,impair,ɪmpˈɛɹ,impair,3404,4,,1
13674,pokusit,attempt,ɐtˈɛmpt,attempt,3405,4,,1
13675,losos,salmon,sˈæmən,salmon,3406,4,,1
13676,vlhký,humid,hjˈuːmɪd,humid,3407,4,,1
13677,prodavač,salesman,sˈeɪlzmən,salesman,3408,4,,1
13678,otevírací,opening,ˈoʊpənɪŋ,opening,3409,4,,1
13679,humor,humour,hjˈuːmɚ,humour,3410,4,,1
13680,vtipný,humorous,hjˈuːmɚɹəs,humorous,3411,4,,1
13681,hlad,hunger,hˈʌŋɡɚ,hunger,3412,4,,1
13682,přísloví,proverb,pɹˈɑːvɜːb,proverb,3413,4,,1
13683,na jevišti,onstage,ˈɑːnsteɪdʒ,onstage,3414,4,,1
13684,spěšně,hurriedly,hˈɜːɹᵻdli,hurriedly,3415,4,,1
13685,člověk,human,hjˈuːmən,human,3416,4,,1
13686,lidstvo,humanity,hjuːmˈænᵻɾi,humanity,3417,4,,1
13687,obrovský,huge,hjˈuːdʒ,huge,3418,4,,1
13688,orchestr,orchestra,ˈɔːɹkᵻstɹə,orchestra,3419,4,,1
13689,obíhat,orbit,ˈɔːɹbɪt,orbit,3420,4,,1
13690,ochrana,protection,pɹətˈɛkʃən,protection,3421,4,,1
13691,ústní,oral,ˈɔːɹəl,oral,3422,4,,1
13692,ochranný,protective,pɹətˈɛktɪv,protective,3423,4,,1
13693,navíc,besides,bᵻsˈaɪdz,besides,3424,4,,1
13694,domácnost,household,hˈaʊshoʊld,household,3425,4,,1
13695,ohnutý,bent,bˈɛnt,bent,3426,4,,1
13696,volba,option,ˈɑːpʃən,option,3427,4,,1
13697,písek,sand,sˈænd,sand,3428,4,,1
13698,práce v domácnosti,housework,hˈaʊswɜːk,housework,3429,4,,1
13699,protest,protest,pɹˈoʊtɛst,protest,3430,4,,1
13700,utlačovat,oppress,əpɹˈɛs,oppress,3431,4,,1
13701,útlak,oppression,əpɹˈɛʃən,oppression,3432,4,,1
13703,opozice,opposition,ˌɑːpəzˈɪʃən,opposition,3434,4,,1
13704,sandál,sandal,sˈændəl,sandal,3435,4,,1
13705,infinitiv,infinitive,ɪnfˈɪnᵻtˌɪv,infinitive,3436,4,,1
13706,opice,ape,ˈeɪp,ape,3437,4,,1
13707,chata,hut,hˈʌt,hut,3438,4,,1
13708,nelegálně,illegally,ɪlˈiːɡəli,illegally,3439,4,,1
13709,nemoc,illness,ˈɪlnəs,illness,3440,4,,1
13710,osvětlit,illuminate,ɪlˈuːmᵻnˌeɪt,illuminate,3441,4,,1
13711,přistávací dráha,runway,ɹˈʌnweɪ,runway,3442,4,,1
13712,hospoda,pub,pˈʌb,pub,3443,4,,1
13713,imaginární,imaginary,ɪmˈædʒɪnˌɛɹi,imaginary,3444,4,,1
13714,uprchlý,runaway,ɹˈʌnəwˌeɪ,runaway,3445,4,,1
13715,napodobit,imitate,ˈɪmᵻtˌeɪt,imitate,3446,4,,1
13716,omluva,apology,ɐpˈɑːlədʒi,apology,3447,4,,1
13717,bezprostřední,immediate,ɪmˈiːdɪət,immediate,3448,4,,1
13718,veřejnost,public,pˈʌblɪk,public,3449,4,,1
13719,oficiálně,officially,əfˈɪʃəli,officially,3450,4,,1
13720,přistěhovat se,immigrate,ˈɪmɪɡɹˌeɪt,immigrate,3451,4,,1
13721,přistěhovalectví,immigration,ˌɪmɪɡɹˈeɪʃən,immigration,3452,4,,1
13722,zdánlivý,apparent,ɐpˈæɹənt,apparent,3453,4,,1
13723,hromadnou dopravou,public transport,pˈʌblɪk tɹˈænspɔːɹt,public_transport,3454,4,,1
13724,mastný,oily,ˈɔɪli,oily,3455,4,,1
13725,staromódní,old-fashioned,ˈoʊldfˈæʃənd,oldfashioned,3456,4,,1
13726,ignorovat,ignore,ɪɡnˈɔːɹ,ignore,3457,4,,1
13727,psychologický,psychological,saɪkəlˈɑːdʒɪkəl,psychological,3458,4,,1
13728,bezpečnost,safety,sˈeɪfti,safety,3459,4,,1
13729,bezpečně,safely,sˈeɪfli,safely,3460,4,,1
13730,prospěch,benefit,bˈɛnɪfˌɪt,benefit,3461,4,,1
13731,lední hokej,ice hockey,ˈaɪs hˈɑːki,ice_hockey,3462,4,,1
13732,pokud,provided,pɹəvˈaɪdᵻd,provided,3463,4,,1
13733,bruslení na ledě,ice skating,ˈaɪs skˈeɪɾɪŋ,ice_skating,3464,4,,1
13734,záruka,safeguard,sˈeɪfɡɑːɹd,safeguard,3465,4,,1
13735,přitahovat,attract,ɐtɹˈækt,attract,3466,4,,1
13736,se,oneself,wʌnsˈɛlf,oneself,3467,4,,1
13737,safari,safari,sɐfˈɑːɹɹi,safari,3468,4,,1
13738,pod,beneath,bᵻnˈiːθ,beneath,3469,4,,1
13739,smutek,sadness,sˈædnəs,sadness,3470,4,,1
13740,posvátný,sacred,sˈeɪkɹɪd,sacred,3471,4,,1
13741,identita,identity,aɪdˈɛntᵻɾi,identity,3472,4,,1
13742,průkaz totožnosti,identity card,aɪdˈɛntᵻɾi kˈɑːɹd,identity_card,3473,4,,1
13743,idiom,idiom,ˈɪdɪəm,idiom,3474,4,,1
13744,modla,idol,ˈaɪdəl,idol,3475,4,,1
13745,pospíchat,rush,ɹˈʌʃ,rush,3476,4,,1
13746,atrakce,attraction,ɐtɹˈækʃən,attraction,3477,4,,1
13747,riziko,risk,ɹˈɪsk,risk,3478,4,,1
13748,severovýchodní,northeastern,nˈɔːɹθiːstɚn,northeastern,3479,4,,1
13749,okolí,neighbourhood,nˈeɪbɚhˌʊd,neighbourhood,3480,4,,1
13750,jednání,negotiation,nᵻɡˌoʊʃɪˈeɪʃən,negotiation,3481,4,,1
13751,žehlit,iron,ˈaɪɚn,iron,3482,4,,1
13752,zachovat,retain,ɹᵻtˈeɪn,retain,3483,4,,1
13753,žehlení,ironing,ˈaɪɚnɪŋ,ironing,3484,4,,1
13754,nepravidelný,irregular,ɪɹˈɛɡjʊlɚ,irregular,3485,4,,1
13755,maloobchodní,retail,ɹˈiːteɪl,retail,3486,4,,1
13756,vyjednávat,negotiate,nᵻɡˈoʊʃɪˌeɪt,negotiate,3487,4,,1
13757,vyplývat,result,ɹɪzˈʌlt,result,3488,4,,1
13758,dráždit,irritate,ˈɪɹᵻtˌeɪt,irritate,3489,4,,1
13759,omezit,restrict,ɹᵻstɹˈɪkt,restrict,3490,4,,1
13760,víra,belief,bᵻlˈiːf,belief,3491,4,,1
13761,obnovit,restore,ɹᵻstˈɔːɹ,restore,3492,4,,1
13762,ostrůvek,isle,ˈaɪəl,isle,3493,4,,1
13763,jehla,needle,nˈiːdəl,needle,3494,4,,1
13764,izolovat,isolate,ˈaɪsəlˌeɪt,isolate,3495,4,,1
13765,izolace,isolation,ˌaɪsəlˈeɪʃən,isolation,3496,4,,1
13766,zapojit,involve,ɪnvˈɑːlv,involve,3497,4,,1
13767,zapojený,involved,ɪnvˈɑːlvd,involved,3498,4,,1
13768,přístup,approach,ɐpɹˈoʊtʃ,approach,3499,4,,1
13769,převyprávět,retell,ɹᵻtˈɛl,retell,3500,4,,1
13770,nicméně,nevertheless,nˌɛvɚðəlˈɛs,nevertheless,3501,4,,1
13771,povědomí,awareness,ɐwˈɛɹnəs,awareness,3502,4,,1
13772,neutrální,neutral,nˈuːtɹəl,neutral,3503,4,,1
13773,síť,network,nˈɛtwɜːk,network,3504,4,,1
13774,invaze,invasion,ɪnvˈeɪʒən,invasion,3505,4,,1
13775,netto,net,nˈɛt,net,3506,4,,1
13776,ohlížet se do minulosti,retrospect,ɹˈɛtɹəspˌɛkt,retrospect,3507,4,,1
13777,ness,ness,nˈɛs,ness,3508,4,,1
13778,nervozita,nervousness,nˈɜːvəsnəs,nervousness,3509,4,,1
13779,investovat,invest,ɪnvˈɛst,invest,3510,4,,1
13780,otazník,question mark,kwˈɛstʃən mˈɑːɹk,question_mark,3511,4,,1
13781,vyšetřování,investigation,ɪnvˌɛstɪɡˈeɪʃən,investigation,3512,4,,1
13782,dotazník,questionnaire,kwˌɛstʃənˈɛɹ,questionnaire,3513,4,,1
13783,fronta,queue,kjˈuː,queue,3514,4,,1
13784,pozvání,invitation,ɪnvɪtˈeɪʃən,invitation,3515,4,,1
13785,vzniknout,arise,ɚɹˈaɪz,arise,3516,4,,1
13786,nedobrovolně,involuntarily,ɪnvˌɑːləntˈɛɹᵻli,involuntarily,3517,4,,1
13787,odpočinek,rest,ɹˈɛst,rest,3518,4,,1
13788,běhání,jogging,dʒˈɑːɡɪŋ,jogging,3519,4,,1
13789,nacionalista,nationalist,nˈæʃənəlˌɪst,nationalist,3520,4,,1
13442,spoj,joint,dʒˈɔɪnt,joint,3521,4,,1
